weight_class,category,direction,rank,fighter,score,prior_fights,days_since_last_fight,supporting_stats_json
Featherweight,experience,best,3,Cub Swanson,26.0,26,28,"{""prior_fights"": 26, ""prior_wins"": 16, ""prior_losses"": 10, ""prior_win_rate"": 0.615}"
Featherweight,experience,best,4,Andre Fili,25.0,25,56,"{""prior_fights"": 25, ""prior_wins"": 13, ""prior_losses"": 12, ""prior_win_rate"": 0.52}"
Featherweight,experience,best,5,Aljamain Sterling,23.0,23,14,"{""prior_fights"": 23, ""prior_wins"": 18, ""prior_losses"": 5, ""prior_win_rate"": 0.783}"
Featherweight,experience,worst,1,Hyder Amil,5.0,5,182,"{""prior_fights"": 5, ""prior_wins"": 3, ""prior_losses"": 2, ""prior_win_rate"": 0.6}"
Featherweight,experience,worst,2,Dennis Buzukja,5.0,5,21,"{""prior_fights"": 5, ""prior_wins"": 1, ""prior_losses"": 4, ""prior_win_rate"": 0.2}"
Featherweight,experience,worst,3,Melsik Baghdasaryan,5.0,5,441,"{""prior_fights"": 5, ""prior_wins"": 3, ""prior_losses"": 2, ""prior_win_rate"": 0.6}"
Featherweight,experience,worst,4,Austin Lingo,5.0,5,1029,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Featherweight,experience,worst,5,Herbert Burns,6.0,6,630,"{""prior_fights"": 6, ""prior_wins"": 2, ""prior_losses"": 4, ""prior_win_rate"": 0.333}"
Featherweight,reach,best,1,Sean Woodson,78.0,9,392,"{""height_inches"": 74.0, ""reach_inches"": 78.0, ""reach_minus_height_inches"": 4.0}"
Featherweight,reach,best,2,Steve Garcia,75.0,10,189,"{""height_inches"": 72.0, ""reach_inches"": 75.0, ""reach_minus_height_inches"": 3.0}"
Featherweight,reach,best,3,Andre Fili,74.0,25,56,"{""height_inches"": 71.0, ""reach_inches"": 74.0, ""reach_minus_height_inches"": 3.0}"
Featherweight,reach,best,4,SeungWoo Choi,74.0,11,420,"{""height_inches"": 72.0, ""reach_inches"": 74.0, ""reach_minus_height_inches"": 2.0}"
Featherweight,reach,best,5,Jamall Emmers,74.0,9,182,"{""height_inches"": 70.0, ""reach_inches"": 74.0, ""reach_minus_height_inches"": 4.0}"
Featherweight,reach,worst,1,Gavin Tucker,66.0,7,1008,"{""height_inches"": 66.0, ""reach_inches"": 66.0, ""reach_minus_height_inches"": 0.0}"
Featherweight,reach,worst,2,Douglas Silva de Andrade,68.0,14,70,"{""height_inches"": 67.0, ""reach_inches"": 68.0, ""reach_minus_height_inches"": 1.0}"
Featherweight,reach,worst,3,Jack Jenkins,68.0,6,224,"{""height_inches"": 67.0, ""reach_inches"": 68.0, ""reach_minus_height_inches"": 1.0}"
Featherweight,reach,worst,4,Nathaniel Wood,69.0,14,49,"{""height_inches"": 66.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 3.0}"
Featherweight,reach,worst,5,Morgan Charriere,69.0,6,147,"{""height_inches"": 68.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 1.0}"
Featherweight,reach_for_size,best,1,Chan Sung Jung,5.0,12,987,"{""height_inches"": 67.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 5.0}"
Featherweight,reach_for_size,best,2,Hakeem Dawodu,5.0,10,1001,"{""height_inches"": 68.0, ""reach_inches"": 73.0, ""reach_minus_height_inches"": 5.0}"
Featherweight,reach_for_size,best,3,Alexander Volkanovski,5.0,18,98,"{""height_inches"": 66.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": 5.0}"
Featherweight,reach_for_size,best,4,Movsar Evloev,5.0,10,49,"{""height_inches"": 67.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 5.0}"
Featherweight,reach_for_size,best,5,John Castaneda,5.0,8,378,"{""height_inches"": 66.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": 5.0}"
Featherweight,reach_for_size,worst,1,Jonathan Pearce,-1.0,9,574,"{""height_inches"": 72.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": -1.0}"
Featherweight,reach_for_size,worst,2,Dooho Choi,0.0,8,518,"{""height_inches"": 70.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": 0.0}"
Featherweight,reach_for_size,worst,3,Gavin Tucker,0.0,7,1008,"{""height_inches"": 66.0, ""reach_inches"": 66.0, ""reach_minus_height_inches"": 0.0}"
Featherweight,reach_for_size,worst,4,Yair Rodriguez,0.0,15,392,"{""height_inches"": 71.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": 0.0}"
Featherweight,reach_for_size,worst,5,Billy Quarantillo,0.0,11,511,"{""height_inches"": 70.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": 0.0}"
Lightweight,overall,best,1,Ilia Topuria,2.232,9,315,"{""prior_elo"": 1680.063, ""prior_win_rate"": 1.0, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 21.685, ""prior_finish_win_rate"": 0.778}"
Lightweight,overall,best,2,Quillan Salkilld,1.792,5,7,"{""prior_elo"": 1594.859, ""prior_win_rate"": 1.0, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 80.949, ""prior_finish_win_rate"": 0.8}"
Lightweight,overall,best,3,Arman Tsarukyan,1.678,12,168,"{""prior_elo"": 1648.667, ""prior_win_rate"": 0.833, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 47.053, ""prior_finish_win_rate"": 0.417}"
Lightweight,overall,best,4,Max Holloway,1.617,32,63,"{""prior_elo"": 1697.807, ""prior_win_rate"": 0.719, ""recent_5_win_rate"": 0.6, ""avg_sig_str_differential_per_15"": 37.353, ""prior_finish_win_rate"": 0.406}"
Lightweight,overall,best,5,Charles Oliveira,1.593,36,63,"{""prior_elo"": 1703.006, ""prior_win_rate"": 0.694, ""recent_5_win_rate"": 0.6, ""avg_sig_str_differential_per_15"": 1.584, ""prior_finish_win_rate"": 0.583}"
Lightweight,overall,worst,1,Kurt Holobaugh,-1.452,9,343,"{""prior_elo"": 1434.298, ""prior_win_rate"": 0.222, ""recent_5_win_rate"": 0.4, ""avg_sig_str_differential_per_15"": 5.65, ""prior_finish_win_rate"": 0.111}"
Lightweight,overall,worst,2,Austin Hubbard,-1.344,12,259,"{""prior_elo"": 1452.114, ""prior_win_rate"": 0.333, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -2.201, ""prior_finish_win_rate"": 0.083}"
Lightweight,overall,worst,3,Maheshate,-1.326,6,259,"{""prior_elo"": 1464.547, ""prior_win_rate"": 0.333, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -36.729, ""prior_finish_win_rate"": 0.167}"
Lightweight,overall,worst,4,Lando Vannata,-1.32,12,35,"{""prior_elo"": 1449.108, ""prior_win_rate"": 0.333, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -0.958, ""prior_finish_win_rate"": 0.167}"
Lightweight,overall,worst,5,Viacheslav Borshchev,-1.179,9,175,"{""prior_elo"": 1460.658, ""prior_win_rate"": 0.333, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": 5.229, ""prior_finish_win_rate"": 0.222}"
Lightweight,striking,best,1,Terrance McKinney,3.684,13,42,"{""avg_sig_str_differential_per_15"": 175.65, ""avg_sig_str_landed_per_15"": 232.457, ""avg_sig_str_absorbed_per_15"": 56.807, ""avg_sig_str_accuracy"": 0.556, ""avg_sig_str_defense"": 0.4, ""avg_kd_for"": 0.231, ""avg_kd_against"": 0.308}"
Lightweight,striking,best,2,Quillan Salkilld,2.347,5,7,"{""avg_sig_str_differential_per_15"": 80.949, ""avg_sig_str_landed_per_15"": 104.722, ""avg_sig_str_absorbed_per_15"": 23.773, ""avg_sig_str_accuracy"": 0.628, ""avg_sig_str_defense"": 0.624, ""avg_kd_for"": 0.6, ""avg_kd_against"": 0.0}"
Lightweight,striking,best,3,Manuel Torres,1.279,6,154,"{""avg_sig_str_differential_per_15"": 46.843, ""avg_sig_str_landed_per_15"": 101.174, ""avg_sig_str_absorbed_per_15"": 54.331, ""avg_sig_str_accuracy"": 0.635, ""avg_sig_str_defense"": 0.539, ""avg_kd_for"": 0.667, ""avg_kd_against"": 0.333}"
Lightweight,striking,best,4,Arman Tsarukyan,1.138,12,168,"{""avg_sig_str_differential_per_15"": 47.053, ""avg_sig_str_landed_per_15"": 70.639, ""avg_sig_str_absorbed_per_15"": 23.586, ""avg_sig_str_accuracy"": 0.534, ""avg_sig_str_defense"": 0.56, ""avg_kd_for"": 0.25, ""avg_kd_against"": 0.0}"
Lightweight,striking,best,5,King Green,1.111,28,0,"{""avg_sig_str_differential_per_15"": 44.938, ""avg_sig_str_landed_per_15"": 101.712, ""avg_sig_str_absorbed_per_15"": 56.774, ""avg_sig_str_accuracy"": 0.549, ""avg_sig_str_defense"": 0.632, ""avg_kd_for"": 0.214, ""avg_kd_against"": 0.179}"
Lightweight,striking,worst,1,Maheshate,-1.539,6,259,"{""avg_sig_str_differential_per_15"": -36.729, ""avg_sig_str_landed_per_15"": 65.359, ""avg_sig_str_absorbed_per_15"": 102.089, ""avg_sig_str_accuracy"": 0.376, ""avg_sig_str_defense"": 0.52, ""avg_kd_for"": 0.333, ""avg_kd_against"": 0.833}"
Lightweight,striking,worst,2,Kyle Nelson,-1.487,11,42,"{""avg_sig_str_differential_per_15"": -53.248, ""avg_sig_str_landed_per_15"": 61.654, ""avg_sig_str_absorbed_per_15"": 114.902, ""avg_sig_str_accuracy"": 0.485, ""avg_sig_str_defense"": 0.513, ""avg_kd_for"": 0.091, ""avg_kd_against"": 0.091}"
Lightweight,striking,worst,3,Matt Frevola,-1.381,11,203,"{""avg_sig_str_differential_per_15"": -43.409, ""avg_sig_str_landed_per_15"": 73.716, ""avg_sig_str_absorbed_per_15"": 117.125, ""avg_sig_str_accuracy"": 0.403, ""avg_sig_str_defense"": 0.531, ""avg_kd_for"": 0.545, ""avg_kd_against"": 0.545}"
Lightweight,striking,worst,4,Thiago Moises,-1.256,16,21,"{""avg_sig_str_differential_per_15"": -36.531, ""avg_sig_str_landed_per_15"": 33.922, ""avg_sig_str_absorbed_per_15"": 70.453, ""avg_sig_str_accuracy"": 0.46, ""avg_sig_str_defense"": 0.513, ""avg_kd_for"": 0.062, ""avg_kd_against"": 0.312}"
Lightweight,striking,worst,5,Damir Hadzovic,-1.076,10,462,"{""avg_sig_str_differential_per_15"": -37.402, ""avg_sig_str_landed_per_15"": 47.957, ""avg_sig_str_absorbed_per_15"": 85.358, ""avg_sig_str_accuracy"": 0.442, ""avg_sig_str_defense"": 0.547, ""avg_kd_for"": 0.2, ""avg_kd_against"": 0.1}"
Lightweight,grappling,best,1,Terrance McKinney,1.977,13,42,"{""avg_td_landed_per_15"": 2.844, ""avg_td_accuracy"": 0.511, ""avg_td_defense"": 0.792, ""avg_ctrl_seconds_per_15"": 408.827, ""avg_sub_att_per_15"": 4.123, ""avg_td_absorbed_per_15"": 1.192, ""avg_ctrl_absorbed_seconds_per_15"": 71.026}"
Lightweight,grappling,best,2,Mateusz Gamrot,1.787,13,28,"{""avg_td_landed_per_15"": 5.751, ""avg_td_accuracy"": 0.454, ""avg_td_defense"": 0.775, ""avg_ctrl_seconds_per_15"": 308.066, ""avg_sub_att_per_15"": 1.189, ""avg_td_absorbed_per_15"": 0.194, ""avg_ctrl_absorbed_seconds_per_15"": 54.108}"
Lightweight,grappling,best,3,Grant Dawson,1.577,14,0,"{""avg_td_landed_per_15"": 3.353, ""avg_td_accuracy"": 0.434, ""avg_td_defense"": 0.575, ""avg_ctrl_seconds_per_15"": 523.225, ""avg_sub_att_per_15"": 1.301, ""avg_td_absorbed_per_15"": 0.306, ""avg_ctrl_absorbed_seconds_per_15"": 49.008}"
Lightweight,grappling,best,4,Benoit Saint Denis,1.468,12,98,"{""avg_td_landed_per_15"": 3.862, ""avg_td_accuracy"": 0.459, ""avg_td_defense"": 0.75, ""avg_ctrl_seconds_per_15"": 420.724, ""avg_sub_att_per_15"": 1.813, ""avg_td_absorbed_per_15"": 2.139, ""avg_ctrl_absorbed_seconds_per_15"": 91.623}"
Lightweight,grappling,best,5,Arman Tsarukyan,1.079,12,168,"{""avg_td_landed_per_15"": 2.991, ""avg_td_accuracy"": 0.414, ""avg_td_defense"": 0.854, ""avg_ctrl_seconds_per_15"": 380.523, ""avg_sub_att_per_15"": 0.146, ""avg_td_absorbed_per_15"": 0.633, ""avg_ctrl_absorbed_seconds_per_15"": 95.348}"
Lightweight,grappling,worst,1,Viacheslav Borshchev,-2.267,9,175,"{""avg_td_landed_per_15"": 0.0, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.41, ""avg_ctrl_seconds_per_15"": 44.179, ""avg_sub_att_per_15"": 0.111, ""avg_td_absorbed_per_15"": 5.796, ""avg_ctrl_absorbed_seconds_per_15"": 373.394}"
Lightweight,grappling,worst,2,Damir Hadzovic,-1.605,10,462,"{""avg_td_landed_per_15"": 1.469, ""avg_td_accuracy"": 0.472, ""avg_td_defense"": 0.202, ""avg_ctrl_seconds_per_15"": 68.087, ""avg_sub_att_per_15"": 0.1, ""avg_td_absorbed_per_15"": 5.139, ""avg_ctrl_absorbed_seconds_per_15"": 371.857}"
Lightweight,grappling,worst,3,Kurt Holobaugh,-1.54,9,343,"{""avg_td_landed_per_15"": 0.59, ""avg_td_accuracy"": 0.354, ""avg_td_defense"": 0.338, ""avg_ctrl_seconds_per_15"": 125.51, ""avg_sub_att_per_15"": 0.769, ""avg_td_absorbed_per_15"": 5.568, ""avg_ctrl_absorbed_seconds_per_15"": 376.274}"
Lightweight,grappling,worst,4,Trevor Peek,-1.471,5,609,"{""avg_td_landed_per_15"": 1.2, ""avg_td_accuracy"": 0.31, ""avg_td_defense"": 0.42, ""avg_ctrl_seconds_per_15"": 133.232, ""avg_sub_att_per_15"": 0.0, ""avg_td_absorbed_per_15"": 6.008, ""avg_ctrl_absorbed_seconds_per_15"": 319.271}"
Lightweight,grappling,worst,5,Maheshate,-1.462,6,259,"{""avg_td_landed_per_15"": 0.0, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.477, ""avg_ctrl_seconds_per_15"": 4.527, ""avg_sub_att_per_15"": 0.0, ""avg_td_absorbed_per_15"": 1.5, ""avg_ctrl_absorbed_seconds_per_15"": 189.4}"
Lightweight,wrestling,best,1,Mateusz Gamrot,2.188,13,28,"{""avg_td_landed_per_15"": 5.751, ""avg_td_attempted_per_15"": 13.913, ""avg_td_accuracy"": 0.454, ""avg_td_defense"": 0.775, ""avg_ctrl_seconds_per_15"": 308.066, ""avg_td_absorbed_per_15"": 0.194}"
Lightweight,wrestling,best,2,Grant Dawson,1.581,14,0,"{""avg_td_landed_per_15"": 3.353, ""avg_td_attempted_per_15"": 8.985, ""avg_td_accuracy"": 0.434, ""avg_td_defense"": 0.575, ""avg_ctrl_seconds_per_15"": 523.225, ""avg_td_absorbed_per_15"": 0.306}"
Lightweight,wrestling,best,3,Benoit Saint Denis,1.517,12,98,"{""avg_td_landed_per_15"": 3.862, ""avg_td_attempted_per_15"": 10.055, ""avg_td_accuracy"": 0.459, ""avg_td_defense"": 0.75, ""avg_ctrl_seconds_per_15"": 420.724, ""avg_td_absorbed_per_15"": 2.139}"
Lightweight,wrestling,best,4,Arman Tsarukyan,1.347,12,168,"{""avg_td_landed_per_15"": 2.991, ""avg_td_attempted_per_15"": 7.807, ""avg_td_accuracy"": 0.414, ""avg_td_defense"": 0.854, ""avg_ctrl_seconds_per_15"": 380.523, ""avg_td_absorbed_per_15"": 0.633}"
Lightweight,wrestling,best,5,Terrance McKinney,1.257,13,42,"{""avg_td_landed_per_15"": 2.844, ""avg_td_attempted_per_15"": 5.707, ""avg_td_accuracy"": 0.511, ""avg_td_defense"": 0.792, ""avg_ctrl_seconds_per_15"": 408.827, ""avg_td_absorbed_per_15"": 1.192}"
Lightweight,wrestling,worst,1,Viacheslav Borshchev,-1.993,9,175,"{""avg_td_landed_per_15"": 0.0, ""avg_td_attempted_per_15"": 0.111, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.41, ""avg_ctrl_seconds_per_15"": 44.179, ""avg_td_absorbed_per_15"": 5.796}"
Lightweight,wrestling,worst,2,Maheshate,-1.439,6,259,"{""avg_td_landed_per_15"": 0.0, ""avg_td_attempted_per_15"": 1.823, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.477, ""avg_ctrl_seconds_per_15"": 4.527, ""avg_td_absorbed_per_15"": 1.5}"
Lightweight,wrestling,worst,3,Kurt Holobaugh,-1.299,9,343,"{""avg_td_landed_per_15"": 0.59, ""avg_td_attempted_per_15"": 1.769, ""avg_td_accuracy"": 0.354, ""avg_td_defense"": 0.338, ""avg_ctrl_seconds_per_15"": 125.51, ""avg_td_absorbed_per_15"": 5.568}"
Lightweight,wrestling,worst,4,Damir Hadzovic,-1.121,10,462,"{""avg_td_landed_per_15"": 1.469, ""avg_td_attempted_per_15"": 2.774, ""avg_td_accuracy"": 0.472, ""avg_td_defense"": 0.202, ""avg_ctrl_seconds_per_15"": 68.087, ""avg_td_absorbed_per_15"": 5.139}"
Lightweight,wrestling,worst,5,Ignacio Bahamondes,-1.096,10,42,"{""avg_td_landed_per_15"": 0.0, ""avg_td_attempted_per_15"": 1.404, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.65, ""avg_ctrl_seconds_per_15"": 63.81, ""avg_td_absorbed_per_15"": 1.129}"
Lightweight,finishing,best,1,Manuel Torres,2.051,6,154,"{""prior_finish_win_rate"": 0.833, ""avg_kd_for"": 0.667, ""avg_sub_att_per_15"": 1.415, ""prior_win_rate"": 0.833}"
Lightweight,finishing,best,2,Ilia Topuria,1.977,9,315,"{""prior_finish_win_rate"": 0.778, ""avg_kd_for"": 0.778, ""avg_sub_att_per_15"": 0.76, ""prior_win_rate"": 1.0}"
Lightweight,finishing,best,3,Quillan Salkilld,1.912,5,7,"{""prior_finish_win_rate"": 0.8, ""avg_kd_for"": 0.6, ""avg_sub_att_per_15"": 0.989, ""prior_win_rate"": 1.0}"
Lightweight,finishing,best,4,Benoit Saint Denis,1.623,12,98,"{""prior_finish_win_rate"": 0.75, ""avg_kd_for"": 0.417, ""avg_sub_att_per_15"": 1.813, ""prior_win_rate"": 0.75}"
Lightweight,finishing,best,5,Terrance McKinney,1.505,13,42,"{""prior_finish_win_rate"": 0.615, ""avg_kd_for"": 0.231, ""avg_sub_att_per_15"": 4.123, ""prior_win_rate"": 0.615}"
Lightweight,finishing,worst,1,Guram Kutateladze,-1.168,5,413,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.2, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.4}"
Lightweight,finishing,worst,2,Bolaji Oki,-1.168,5,56,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.2, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.4}"
Lightweight,finishing,worst,3,Austin Hubbard,-1.168,12,259,"{""prior_finish_win_rate"": 0.083, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.083, ""prior_win_rate"": 0.333}"
Lightweight,finishing,worst,4,Trey Ogden,-1.155,6,483,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.667, ""prior_win_rate"": 0.5}"
Lightweight,finishing,worst,5,Damir Ismagulov,-1.025,7,1043,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.143, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.714}"
Lightweight,defense,best,1,Arman Tsarukyan,1.262,12,168,"{""avg_sig_str_defense"": 0.56, ""avg_td_defense"": 0.854, ""avg_sig_str_absorbed_per_15"": 23.586, ""avg_td_absorbed_per_15"": 0.633, ""avg_ctrl_absorbed_seconds_per_15"": 95.348, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
Lightweight,defense,best,2,Ilia Topuria,1.221,9,315,"{""avg_sig_str_defense"": 0.591, ""avg_td_defense"": 0.972, ""avg_sig_str_absorbed_per_15"": 61.327, ""avg_td_absorbed_per_15"": 0.204, ""avg_ctrl_absorbed_seconds_per_15"": 61.584, ""avg_kd_against"": 0.111, ""prior_finish_loss_rate"": 0.0}"
Lightweight,defense,best,3,Mateusz Gamrot,1.149,13,28,"{""avg_sig_str_defense"": 0.619, ""avg_td_defense"": 0.775, ""avg_sig_str_absorbed_per_15"": 36.268, ""avg_td_absorbed_per_15"": 0.194, ""avg_ctrl_absorbed_seconds_per_15"": 54.108, ""avg_kd_against"": 0.385, ""prior_finish_loss_rate"": 0.077}"
Lightweight,defense,best,4,John Makdessi,1.131,20,973,"{""avg_sig_str_defense"": 0.659, ""avg_td_defense"": 0.877, ""avg_sig_str_absorbed_per_15"": 65.608, ""avg_td_absorbed_per_15"": 0.553, ""avg_ctrl_absorbed_seconds_per_15"": 66.823, ""avg_kd_against"": 0.2, ""prior_finish_loss_rate"": 0.15}"
Lightweight,defense,best,5,Mauricio Ruffy,0.96,5,98,"{""avg_sig_str_defense"": 0.598, ""avg_td_defense"": 0.9, ""avg_sig_str_absorbed_per_15"": 50.402, ""avg_td_absorbed_per_15"": 1.134, ""avg_ctrl_absorbed_seconds_per_15"": 121.126, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.2}"
Lightweight,defense,worst,1,Kurt Holobaugh,-1.871,9,343,"{""avg_sig_str_defense"": 0.413, ""avg_td_defense"": 0.338, ""avg_sig_str_absorbed_per_15"": 68.697, ""avg_td_absorbed_per_15"": 5.568, ""avg_ctrl_absorbed_seconds_per_15"": 376.274, ""avg_kd_against"": 0.111, ""prior_finish_loss_rate"": 0.333}"
Lightweight,defense,worst,2,Damir Hadzovic,-1.566,10,462,"{""avg_sig_str_defense"": 0.547, ""avg_td_defense"": 0.202, ""avg_sig_str_absorbed_per_15"": 85.358, ""avg_td_absorbed_per_15"": 5.139, ""avg_ctrl_absorbed_seconds_per_15"": 371.857, ""avg_kd_against"": 0.1, ""prior_finish_loss_rate"": 0.3}"
Lightweight,defense,worst,3,Paddy Pimblett,-1.223,8,105,"{""avg_sig_str_defense"": 0.395, ""avg_td_defense"": 0.266, ""avg_sig_str_absorbed_per_15"": 53.891, ""avg_td_absorbed_per_15"": 2.877, ""avg_ctrl_absorbed_seconds_per_15"": 279.054, ""avg_kd_against"": 0.25, ""prior_finish_loss_rate"": 0.0}"
Lightweight,defense,worst,4,Viacheslav Borshchev,-1.136,9,175,"{""avg_sig_str_defense"": 0.527, ""avg_td_defense"": 0.41, ""avg_sig_str_absorbed_per_15"": 58.027, ""avg_td_absorbed_per_15"": 5.796, ""avg_ctrl_absorbed_seconds_per_15"": 373.394, ""avg_kd_against"": 0.111, ""prior_finish_loss_rate"": 0.222}"
Lightweight,defense,worst,5,Matt Frevola,-1.096,11,203,"{""avg_sig_str_defense"": 0.531, ""avg_td_defense"": 0.453, ""avg_sig_str_absorbed_per_15"": 117.125, ""avg_td_absorbed_per_15"": 1.602, ""avg_ctrl_absorbed_seconds_per_15"": 160.319, ""avg_kd_against"": 0.545, ""prior_finish_loss_rate"": 0.364}"
Lightweight,elo,best,1,Charles Oliveira,1703.006,36,63,"{""prior_elo"": 1703.006, ""prior_peak_elo"": 1703.006, ""prior_win_rate"": 0.694, ""prior_fights"": 36}"
Lightweight,elo,best,2,Max Holloway,1697.807,32,63,"{""prior_elo"": 1697.807, ""prior_peak_elo"": 1725.266, ""prior_win_rate"": 0.719, ""prior_fights"": 32}"
Lightweight,elo,best,3,Ilia Topuria,1680.063,9,315,"{""prior_elo"": 1680.063, ""prior_peak_elo"": 1680.063, ""prior_win_rate"": 1.0, ""prior_fights"": 9}"
Lightweight,elo,best,4,Dustin Poirier,1665.387,31,294,"{""prior_elo"": 1665.387, ""prior_peak_elo"": 1716.753, ""prior_win_rate"": 0.71, ""prior_fights"": 31}"
Lightweight,elo,best,5,Arman Tsarukyan,1648.667,12,168,"{""prior_elo"": 1648.667, ""prior_peak_elo"": 1648.667, ""prior_win_rate"": 0.833, ""prior_fights"": 12}"
Lightweight,elo,worst,1,Kurt Holobaugh,1434.298,9,343,"{""prior_elo"": 1434.298, ""prior_peak_elo"": 1485.474, ""prior_win_rate"": 0.222, ""prior_fights"": 9}"
Lightweight,elo,worst,2,Lando Vannata,1449.108,12,35,"{""prior_elo"": 1449.108, ""prior_peak_elo"": 1512.68, ""prior_win_rate"": 0.333, ""prior_fights"": 12}"
Lightweight,elo,worst,3,Austin Hubbard,1452.114,12,259,"{""prior_elo"": 1452.114, ""prior_peak_elo"": 1508.133, ""prior_win_rate"": 0.333, ""prior_fights"": 12}"
Lightweight,elo,worst,4,Viacheslav Borshchev,1460.658,9,175,"{""prior_elo"": 1460.658, ""prior_peak_elo"": 1519.058, ""prior_win_rate"": 0.333, ""prior_fights"": 9}"
Lightweight,elo,worst,5,Maheshate,1464.547,6,259,"{""prior_elo"": 1464.547, ""prior_peak_elo"": 1520.304, ""prior_win_rate"": 0.333, ""prior_fights"": 6}"
Lightweight,experience,best,1,Jim Miller,46.0,46,0,"{""prior_fights"": 46, ""prior_wins"": 28, ""prior_losses"": 18, ""prior_win_rate"": 0.609}"
Lightweight,experience,best,2,Clay Guida,37.0,37,518,"{""prior_fights"": 37, ""prior_wins"": 18, ""prior_losses"": 19, ""prior_win_rate"": 0.486}"
Lightweight,experience,best,3,Charles Oliveira,36.0,36,63,"{""prior_fights"": 36, ""prior_wins"": 25, ""prior_losses"": 11, ""prior_win_rate"": 0.694}"
Lightweight,experience,best,4,Jeremy Stephens,35.0,35,0,"{""prior_fights"": 35, ""prior_wins"": 15, ""prior_losses"": 20, ""prior_win_rate"": 0.429}"
Lightweight,experience,best,5,Edson Barboza,32.0,32,154,"{""prior_fights"": 32, ""prior_wins"": 18, ""prior_losses"": 14, ""prior_win_rate"": 0.562}"
Lightweight,experience,worst,1,Guram Kutateladze,5.0,5,413,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Lightweight,experience,worst,2,Ottman Azaitar,5.0,5,511,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Lightweight,experience,worst,3,Bolaji Oki,5.0,5,56,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Lightweight,experience,worst,4,Tom Nolan,5.0,5,224,"{""prior_fights"": 5, ""prior_wins"": 4, ""prior_losses"": 1, ""prior_win_rate"": 0.8}"
Lightweight,experience,worst,5,Mauricio Ruffy,5.0,5,98,"{""prior_fights"": 5, ""prior_wins"": 4, ""prior_losses"": 1, ""prior_win_rate"": 0.8}"
Lightweight,reach,best,1,Jai Herbert,77.0,9,21,"{""height_inches"": 73.0, ""reach_inches"": 77.0, ""reach_minus_height_inches"": 4.0}"
Lightweight,reach,best,2,Daniel Zellhuber,77.0,7,70,"{""height_inches"": 73.0, ""reach_inches"": 77.0, ""reach_minus_height_inches"": 4.0}"
Lightweight,reach,best,3,Jalin Turner,77.0,14,154,"{""height_inches"": 75.0, ""reach_inches"": 77.0, ""reach_minus_height_inches"": 2.0}"
Lightweight,reach,best,4,Edson Barboza,75.0,32,154,"{""height_inches"": 71.0, ""reach_inches"": 75.0, ""reach_minus_height_inches"": 4.0}"
Lightweight,reach,best,5,Fares Ziam,75.0,10,154,"{""height_inches"": 73.0, ""reach_inches"": 75.0, ""reach_minus_height_inches"": 2.0}"
Lightweight,reach,worst,1,Mateusz Rebecki,66.0,8,0,"{""height_inches"": 67.0, ""reach_inches"": 66.0, ""reach_minus_height_inches"": -1.0}"
